customer_age,customer_tenure_years,vehicle_age,claim_amount,number_of_previous_claims,days_since_last_claim,incident_hour,incident_day_of_week,fraud_label,claim_amount_to_vehicle_age,claim_frequency_score,night_flag,high_risk_vehicle,vehicle_type_sedan,vehicle_type_suv,vehicle_type_truck,claim_type_fire,claim_type_other,claim_type_theft,claim_type_vandalism,tenure_bucket_mid,tenure_bucket_veteran
81,8,17,1300.0,1,3315,6,5,0,72.22222222222223,0.1111111111111111,0,0,False,True,False,False,True,False,False,False,True
21,21,2,1645.0,1,2043,20,5,0,548.3333333333334,0.045454545454545456,0,0,True,False,False,False,False,False,True,False,True
42,15,8,2449.0,1,2187,3,3,0,272.1111111111111,0.0625,1,0,True,False,False,True,False,False,False,False,True
25,22,13,5355.0,4,2845,17,1,1,382.5,0.17391304347826086,0,1,False,False,False,False,True,False,False,False,True
80,17,10,4107.0,4,2162,4,3,0,373.3636363636364,0.2222222222222222,1,0,False,True,False,False,False,False,False,False,True
63,25,5,1036.0,1,1256,19,6,1,172.66666666666666,0.038461538461538464,0,1,False,False,True,False,True,False,False,False,True
69,16,2,10874.0,2,2543,0,5,0,3624.6666666666665,0.11764705882352941,1,0,False,True,False,False,False,False,False,False,True
65,1,14,7665.0,1,2866,5,6,0,511.0,0.5,1,0,True,False,False,False,True,False,False,False,False
62,2,9,1211.0,5,516,2,3,0,121.1,1.6666666666666667,1,0,True,False,False,False,True,False,False,True,False
69,23,0,10139.0,0,2481,13,5,0,10139.0,0.0,0,1,False,False,True,True,False,False,False,False,True
18,1,3,4134.0,2,632,18,2,0,1033.5,1.0,0,1,False,False,True,True,False,False,False,False,False
75,11,11,2549.0,1,2098,9,0,0,212.41666666666666,0.08333333333333333,0,0,True,False,False,False,False,False,False,False,True
67,0,3,4264.0,2,393,12,5,0,1066.0,2.0,0,0,False,True,False,False,False,True,False,False,False
67,9,7,2905.0,5,3621,15,0,0,363.125,0.5,0,0,True,False,False,False,False,True,False,False,True
44,17,2,5141.0,3,2437,10,4,0,1713.6666666666667,0.16666666666666666,0,1,False,False,False,False,False,False,True,False,True
71,5,15,3595.0,2,1714,18,6,0,224.6875,0.3333333333333333,0,0,True,False,False,False,False,False,False,True,False
43,13,12,2127.0,4,1839,6,0,0,163.6153846153846,0.2857142857142857,0,0,False,True,False,False,True,False,False,False,True
21,29,15,393.0,4,2260,4,5,0,24.5625,0.13333333333333333,1,0,True,False,False,False,False,True,False,False,True
78,2,1,5050.0,0,454,4,6,0,2525.0,0.0,1,0,False,True,False,False,True,False,False,True,False
33,1,7,2052.0,2,1861,4,4,0,256.5,1.0,1,0,False,True,False,False,False,True,False,False,False
24,8,5,6490.0,2,2613,0,4,0,1081.6666666666667,0.2222222222222222,1,0,True,False,False,False,False,False,True,False,True
59,24,12,4826.0,2,950,1,6,0,371.2307692307692,0.08,1,1,False,False,True,False,False,False,True,False,True
33,12,16,2106.0,2,1749,1,5,0,123.88235294117646,0.15384615384615385,1,1,False,False,True,False,True,False,False,False,True
75,19,4,8292.0,4,1205,3,0,1,1658.4,0.2,1,1,False,False,True,True,False,False,False,False,True
47,1,15,3659.0,5,587,15,5,0,228.6875,2.5,0,0,True,False,False,False,False,True,False,False,False
18,22,11,3511.0,0,3572,5,5,0,292.5833333333333,0.0,1,0,False,True,False,False,False,False,True,False,True
81,2,16,2596.0,5,2163,14,1,0,152.7058823529412,1.6666666666666667,0,0,False,True,False,False,False,False,False,True,False
52,21,1,16051.0,5,1431,1,4,0,8025.5,0.22727272727272727,1,0,False,True,False,False,True,False,False,False,True
35,4,19,1461.0,2,1234,19,5,0,73.05,0.4,0,0,True,False,False,False,False,False,True,True,False
63,25,8,2159.0,2,2479,8,5,0,239.88888888888889,0.07692307692307693,0,0,False,True,False,False,False,False,False,False,True
53,8,5,865.0,0,394,10,6,0,144.16666666666666,0.0,0,0,True,False,False,False,False,False,False,False,True
19,5,3,6166.0,2,2069,16,5,0,1541.5,0.3333333333333333,0,0,True,False,False,False,False,False,False,True,False
68,10,19,1665.0,1,840,23,0,0,83.25,0.09090909090909091,1,0,True,False,False,False,False,False,True,False,True
44,0,17,1863.0,5,3247,19,3,0,103.5,5.0,0,0,True,False,False,False,False,False,True,False,False
64,4,2,1778.0,0,2862,9,1,1,592.6666666666666,0.0,0,0,True,False,False,False,False,False,False,True,False
78,17,8,3174.0,2,2765,8,0,0,352.6666666666667,0.1111111111111111,0,0,True,False,False,True,False,False,False,False,True
58,9,14,853.0,2,532,8,1,0,56.86666666666667,0.2,0,1,False,False,True,True,False,False,False,False,True
62,10,11,316.0,5,294,2,6,0,26.333333333333332,0.45454545454545453,1,0,False,True,False,True,False,False,False,False,True
35,24,3,4711.0,4,1673,8,4,0,1177.75,0.16,0,0,True,False,False,False,False,False,True,False,True
33,3,7,360.0,5,1297,18,5,0,45.0,1.25,0,1,False,False,True,False,True,False,False,True,False
45,11,7,7003.0,1,2643,6,3,0,875.375,0.08333333333333333,0,1,False,False,False,False,True,False,False,False,True
75,5,5,14165.0,1,2598,9,2,0,2360.8333333333335,0.16666666666666666,0,1,False,False,True,False,False,False,False,True,False
53,14,19,2529.0,3,1449,1,3,0,126.45,0.2,1,1,False,False,True,False,True,False,False,False,True
41,9,4,10932.0,2,588,6,6,0,2186.4,0.2,0,1,False,False,False,True,False,False,False,False,True
70,1,14,2910.0,0,1183,1,2,0,194.0,0.0,1,0,False,True,False,False,False,False,False,False,False
75,2,18,14754.0,4,1837,11,2,0,776.5263157894736,1.3333333333333333,0,1,False,False,False,False,True,False,False,True,False
78,25,15,1889.0,0,925,7,5,0,118.0625,0.0,0,1,False,False,False,False,False,True,False,False,True
38,1,15,280.0,1,1159,23,2,0,17.5,0.5,1,0,True,False,False,True,False,False,False,False,False
65,23,3,2752.0,5,878,14,6,1,688.0,0.20833333333333334,0,1,False,False,True,False,True,False,False,False,True
57,27,2,16448.0,4,236,8,6,0,5482.666666666667,0.14285714285714285,0,1,False,False,True,True,False,False,False,False,True
48,13,15,5090.0,3,2194,12,0,0,318.125,0.21428571428571427,0,1,False,False,True,False,False,False,False,False,True
44,9,14,1781.0,0,3639,23,4,0,118.73333333333333,0.0,1,1,False,False,True,False,False,False,False,False,True
25,23,14,4142.0,1,3474,4,0,0,276.1333333333333,0.041666666666666664,1,0,True,False,False,False,True,False,False,False,True
36,29,8,7872.0,1,3392,6,6,0,874.6666666666666,0.03333333333333333,0,0,True,False,False,False,False,True,False,False,True
54,3,10,2736.0,3,2405,13,0,0,248.72727272727272,0.75,0,0,False,True,False,False,False,False,False,True,False
77,28,0,41208.0,3,2728,2,6,0,41208.0,0.10344827586206896,1,0,False,True,False,False,False,False,False,False,True
76,28,5,1777.0,2,234,12,5,0,296.1666666666667,0.06896551724137931,0,1,False,False,True,False,True,False,False,False,True
30,4,10,8123.0,4,733,3,3,0,738.4545454545455,0.8,1,1,False,False,True,True,False,False,False,True,False
63,1,2,6386.0,4,2577,20,1,0,2128.6666666666665,2.0,0,0,False,True,False,True,False,False,False,False,False
23,21,2,1481.0,4,3608,18,1,0,493.6666666666667,0.18181818181818182,0,1,False,False,False,True,False,False,False,False,True
63,2,0,1950.0,0,3315,1,3,1,1950.0,0.0,1,0,True,False,False,True,False,False,False,True,False
40,18,4,8251.0,3,2302,12,5,0,1650.2,0.15789473684210525,0,1,False,False,False,False,True,False,False,False,True
48,1,19,3445.0,1,397,5,6,1,172.25,0.5,1,0,True,False,False,False,False,False,True,False,False
66,20,13,4180.0,1,3526,13,3,0,298.57142857142856,0.047619047619047616,0,0,False,True,False,False,False,False,True,False,True
46,6,18,581.0,5,1160,13,1,1,30.57894736842105,0.7142857142857143,0,0,True,False,False,False,True,False,False,False,True
72,2,5,5745.0,2,155,23,3,0,957.5,0.6666666666666666,1,0,False,True,False,False,False,False,False,True,False
53,1,11,3973.0,4,2804,4,5,0,331.0833333333333,2.0,1,0,True,False,False,False,False,True,False,False,False
84,5,17,2796.0,1,633,12,3,0,155.33333333333334,0.16666666666666666,0,0,True,False,False,False,True,False,False,True,False
60,16,7,4277.0,5,1100,23,6,0,534.625,0.29411764705882354,1,0,False,True,False,False,False,False,False,False,True
37,2,13,1980.0,1,2471,2,0,0,141.42857142857142,0.3333333333333333,1,0,False,True,False,False,False,True,False,True,False
69,24,13,1649.0,1,3523,6,3,0,117.78571428571429,0.04,0,0,True,False,False,False,False,False,False,False,True
45,18,16,2340.0,1,3311,17,0,0,137.64705882352942,0.05263157894736842,0,0,False,True,False,False,False,False,True,False,True
53,8,19,1874.0,1,597,2,4,0,93.7,0.1111111111111111,1,0,True,False,False,False,True,False,False,False,True
27,29,12,26384.0,3,641,4,4,0,2029.5384615384614,0.1,1,0,True,False,False,False,False,True,False,False,True
25,19,11,7420.0,0,2953,22,2,0,618.3333333333334,0.0,1,0,True,False,False,False,False,False,True,False,True
56,20,17,1132.0,1,1157,13,5,0,62.888888888888886,0.047619047619047616,0,0,False,True,False,False,False,False,True,False,True
30,5,13,22841.0,4,284,1,6,0,1631.5,0.6666666666666666,1,1,False,False,True,False,True,False,False,True,False
84,21,7,1934.0,0,2146,20,3,0,241.75,0.0,0,0,False,True,False,False,True,False,False,False,True
75,16,12,3070.0,2,2398,12,3,0,236.15384615384616,0.11764705882352941,0,1,False,False,True,True,False,False,False,False,True
64,29,10,7313.0,4,3648,11,1,0,664.8181818181819,0.13333333333333333,0,0,False,True,False,False,False,False,False,False,True
67,14,4,416.0,2,1775,23,0,0,83.2,0.13333333333333333,1,1,False,False,True,False,False,False,True,False,True
57,20,10,2352.0,0,2918,7,2,0,213.8181818181818,0.0,0,1,False,False,False,True,False,False,False,False,True
22,10,12,1680.0,0,1950,9,3,0,129.23076923076923,0.0,0,0,True,False,False,True,False,False,False,False,True
44,1,18,3659.0,5,3371,13,5,0,192.57894736842104,2.5,0,0,True,False,False,True,False,False,False,False,False
51,3,11,4316.0,4,1778,5,6,0,359.6666666666667,1.0,1,0,True,False,False,False,False,False,True,True,False
79,26,3,2759.0,2,2463,3,0,0,689.75,0.07407407407407407,1,0,False,True,False,False,False,True,False,False,True
32,22,19,2634.0,5,3515,3,1,0,131.7,0.21739130434782608,1,0,False,True,False,False,False,True,False,False,True
51,10,11,8648.0,0,3202,7,3,0,720.6666666666666,0.0,0,0,True,False,False,False,False,True,False,False,True
41,20,5,4030.0,0,1463,1,2,0,671.6666666666666,0.0,1,1,False,False,True,True,False,False,False,False,True
27,0,15,3107.0,5,1850,12,4,0,194.1875,5.0,0,1,False,False,False,False,False,False,True,False,False
24,1,7,3456.0,4,2163,23,2,0,432.0,2.0,1,0,True,False,False,False,False,False,False,False,False
42,15,7,18693.0,3,453,6,2,0,2336.625,0.1875,0,0,True,False,False,False,False,True,False,False,True
23,18,16,3543.0,2,852,0,3,0,208.41176470588235,0.10526315789473684,1,0,True,False,False,False,False,False,True,False,True
22,28,17,1782.0,4,2589,0,4,0,99.0,0.13793103448275862,1,0,True,False,False,False,False,False,False,False,True
41,22,10,442.0,3,261,3,0,0,40.18181818181818,0.13043478260869565,1,1,False,False,True,False,False,False,True,False,True
31,7,7,711.0,2,2195,14,6,0,88.875,0.25,0,0,False,True,False,False,False,False,True,False,True
55,24,17,1869.0,2,1769,11,2,0,103.83333333333333,0.08,0,0,True,False,False,False,False,True,False,False,True
19,14,3,2675.0,2,1771,9,1,0,668.75,0.13333333333333333,0,0,True,False,False,False,False,False,True,False,True
38,24,14,1710.0,3,3087,18,4,0,114.0,0.12,0,0,True,False,False,True,False,False,False,False,True
48,5,11,4235.0,3,1003,9,0,0,352.9166666666667,0.5,0,0,True,False,False,False,False,True,False,True,False
82,0,17,1688.0,4,2886,14,4,0,93.77777777777777,4.0,0,0,True,False,False,False,False,False,False,False,False
60,1,8,1195.0,2,2862,23,0,0,132.77777777777777,1.0,1,0,False,True,False,False,True,False,False,False,False
77,29,16,5501.0,1,3622,4,1,0,323.5882352941176,0.03333333333333333,1,0,False,True,False,False,True,False,False,False,True
41,2,0,11724.0,3,2994,2,5,0,11724.0,1.0,1,1,False,False,True,False,True,False,False,True,False
48,28,15,985.0,3,1850,5,2,0,61.5625,0.10344827586206896,1,0,True,False,False,False,False,False,False,False,True
46,21,1,3804.0,1,1329,3,6,0,1902.0,0.045454545454545456,1,1,False,False,True,False,True,False,False,False,True
77,4,12,444.0,0,2850,19,2,0,34.15384615384615,0.0,0,0,True,False,False,False,False,False,True,True,False
82,25,3,682.0,1,3386,21,4,0,170.5,0.038461538461538464,0,0,True,False,False,True,False,False,False,False,True
82,4,19,1654.0,0,1024,13,0,0,82.7,0.0,0,1,False,False,True,False,False,True,False,True,False
68,4,15,9273.0,0,1349,3,6,0,579.5625,0.0,1,0,False,True,False,False,False,True,False,True,False
51,17,2,1368.0,5,1814,20,4,0,456.0,0.2777777777777778,0,0,True,False,False,False,False,True,False,False,True
54,8,17,1318.0,4,392,22,4,0,73.22222222222223,0.4444444444444444,1,0,True,False,False,False,False,False,False,False,True
83,8,5,3090.0,0,1146,9,2,0,515.0,0.0,0,0,False,True,False,False,False,False,True,False,True
37,5,10,3094.0,2,607,16,2,0,281.27272727272725,0.3333333333333333,0,1,False,False,False,False,True,False,False,True,False
41,18,1,1359.0,1,2819,14,3,0,679.5,0.05263157894736842,0,0,False,True,False,False,True,False,False,False,True
78,0,2,21725.0,5,1804,12,1,0,7241.666666666667,5.0,0,0,True,False,False,False,True,False,False,False,False
43,7,4,2286.0,2,2203,8,0,0,457.2,0.25,0,0,True,False,False,False,False,False,False,False,True
33,16,10,3340.0,1,291,6,4,0,303.6363636363636,0.058823529411764705,0,0,True,False,False,False,False,False,True,False,True
55,14,10,1995.0,3,2093,6,5,0,181.36363636363637,0.2,0,0,True,False,False,False,True,False,False,False,True
39,20,17,4628.0,2,2622,8,4,0,257.1111111111111,0.09523809523809523,0,0,False,True,False,True,False,False,False,False,True
77,6,3,10249.0,1,2516,18,3,0,2562.25,0.14285714285714285,0,1,False,False,True,True,False,False,False,False,True
78,19,14,15735.0,1,2902,19,3,1,1049.0,0.05,0,0,True,False,False,False,False,True,False,False,True
38,22,0,1391.0,0,416,2,6,0,1391.0,0.0,1,1,False,False,True,False,True,False,False,False,True
53,11,5,8962.0,4,2005,1,3,0,1493.6666666666667,0.3333333333333333,1,0,False,True,False,False,False,False,True,False,True
83,7,3,5165.0,5,1760,11,4,1,1291.25,0.625,0,1,False,False,True,False,False,False,True,False,True
67,16,2,7899.0,4,3260,18,2,0,2633.0,0.23529411764705882,0,0,True,False,False,False,False,False,False,False,True
32,17,11,2719.0,2,2520,13,0,0,226.58333333333334,0.1111111111111111,0,0,True,False,False,False,True,False,False,False,True
57,2,18,2472.0,2,3483,19,2,0,130.10526315789474,0.6666666666666666,0,0,True,False,False,True,False,False,False,True,False
59,16,13,7599.0,0,92,17,5,0,542.7857142857143,0.0,0,0,True,False,False,False,True,False,False,False,True
61,4,17,7744.0,2,1633,16,4,1,430.22222222222223,0.4,0,0,True,False,False,False,False,False,True,True,False
19,17,11,14267.0,0,2567,12,4,0,1188.9166666666667,0.0,0,0,True,False,False,True,False,False,False,False,True
38,27,1,3636.0,4,325,1,5,0,1818.0,0.14285714285714285,1,0,True,False,False,False,False,False,True,False,True
75,16,6,2679.0,5,2377,4,1,0,382.7142857142857,0.29411764705882354,1,0,True,False,False,False,False,True,False,False,True
34,22,16,255.0,1,844,17,5,0,15.0,0.043478260869565216,0,1,False,False,False,True,False,False,False,False,True
38,9,0,595.0,4,271,7,5,1,595.0,0.4,0,1,False,False,True,False,False,False,False,False,True
39,27,1,2010.0,3,2400,17,2,0,1005.0,0.10714285714285714,0,0,True,False,False,False,False,False,True,False,True
29,24,16,991.0,2,1556,8,3,0,58.294117647058826,0.08,0,1,False,False,False,False,False,True,False,False,True
28,27,1,6729.0,4,1481,0,6,0,3364.5,0.14285714285714285,1,0,True,False,False,False,False,False,False,False,True
41,22,19,804.0,4,1188,16,1,0,40.2,0.17391304347826086,0,0,True,False,False,False,False,False,True,False,True
76,19,15,1806.0,1,2500,21,2,0,112.875,0.05,0,1,False,False,True,False,False,True,False,False,True
18,15,13,1878.0,4,2258,10,1,0,134.14285714285714,0.25,0,0,True,False,False,False,False,True,False,False,True
36,27,10,9944.0,3,2433,3,2,0,904.0,0.10714285714285714,1,0,True,False,False,False,False,False,False,False,True
22,25,1,1623.0,1,2875,9,1,0,811.5,0.038461538461538464,0,0,True,False,False,False,False,False,True,False,True
55,12,8,4686.0,4,2209,23,5,0,520.6666666666666,0.3076923076923077,1,0,False,True,False,False,False,True,False,False,True
34,2,16,3625.0,3,273,7,6,0,213.23529411764707,1.0,0,0,False,True,False,True,False,False,False,True,False
71,0,18,7356.0,0,576,1,6,0,387.1578947368421,0.0,1,0,True,False,False,False,False,True,False,False,False
57,7,8,6976.0,0,3618,18,2,0,775.1111111111111,0.0,0,0,True,False,False,False,False,False,True,False,True
70,1,16,2883.0,1,1043,5,6,0,169.58823529411765,0.5,1,0,True,False,False,False,False,True,False,False,False
60,6,15,547.0,0,1560,0,0,0,34.1875,0.0,1,0,False,True,False,False,False,False,True,False,True
47,3,1,2364.0,2,1379,16,0,1,1182.0,0.5,0,0,True,False,False,True,False,False,False,True,False
75,29,12,2922.0,2,3614,8,2,0,224.76923076923077,0.06666666666666667,0,1,False,False,True,False,False,False,False,False,True
49,2,12,3968.0,4,3009,3,2,0,305.2307692307692,1.3333333333333333,1,0,False,True,False,True,False,False,False,True,False
81,18,10,1426.0,1,1764,1,6,0,129.63636363636363,0.05263157894736842,1,0,True,False,False,False,False,True,False,False,True
84,10,15,9329.0,3,2490,4,5,0,583.0625,0.2727272727272727,1,0,False,True,False,True,False,False,False,False,True
57,5,17,3022.0,3,2013,3,5,0,167.88888888888889,0.5,1,0,True,False,False,False,False,False,False,True,False
63,21,11,1187.0,2,2354,0,5,0,98.91666666666667,0.09090909090909091,1,0,True,False,False,False,False,False,True,False,True
35,29,6,1885.0,5,3481,8,5,1,269.2857142857143,0.16666666666666666,0,0,True,False,False,False,False,False,True,False,True
72,23,19,20507.0,1,2453,19,3,0,1025.35,0.041666666666666664,0,0,True,False,False,False,False,False,False,False,True
62,29,19,5793.0,2,411,9,0,0,289.65,0.06666666666666667,0,0,False,True,False,False,True,False,False,False,True
78,17,13,8505.0,0,1836,0,0,0,607.5,0.0,1,1,False,False,False,False,False,True,False,False,True
35,20,12,1052.0,2,2991,21,6,0,80.92307692307692,0.09523809523809523,0,0,True,False,False,False,False,True,False,False,True
70,4,2,1497.0,0,144,15,3,0,499.0,0.0,0,0,True,False,False,False,False,False,False,True,False
49,25,8,1508.0,5,1303,23,6,0,167.55555555555554,0.19230769230769232,1,0,False,True,False,False,False,True,False,False,True
30,22,3,3585.0,1,734,13,0,0,896.25,0.043478260869565216,0,0,True,False,False,False,False,False,False,False,True
29,7,10,2505.0,4,2631,11,4,1,227.72727272727272,0.5,0,0,True,False,False,True,False,False,False,False,True
55,10,16,1827.0,0,512,12,1,0,107.47058823529412,0.0,0,1,False,False,False,False,False,False,True,False,True
39,18,4,2071.0,1,2277,0,2,0,414.2,0.05263157894736842,1,1,False,False,True,False,False,True,False,False,True
24,0,19,1347.0,0,233,9,4,1,67.35,0.0,0,1,False,False,False,False,True,False,False,False,False
46,24,2,2490.0,2,3372,10,3,0,830.0,0.08,0,0,True,False,False,False,True,False,False,False,True
61,8,1,9074.0,3,1166,7,0,0,4537.0,0.3333333333333333,0,0,True,False,False,False,False,True,False,False,True
39,2,19,656.0,2,1487,20,6,1,32.8,0.6666666666666666,0,0,True,False,False,False,False,False,True,True,False
82,9,2,4215.0,3,2875,22,4,0,1405.0,0.3,1,1,False,False,False,True,False,False,False,False,True
70,25,14,11850.0,4,1385,11,2,0,790.0,0.15384615384615385,0,0,True,False,False,False,False,True,False,False,True
52,8,15,2482.0,0,420,18,4,0,155.125,0.0,0,0,True,False,False,False,False,True,False,False,True
80,16,6,1757.0,2,3302,5,1,0,251.0,0.11764705882352941,1,0,True,False,False,True,False,False,False,False,True
47,24,1,7512.0,3,406,22,3,0,3756.0,0.12,1,1,False,False,True,False,False,False,False,False,True
27,1,6,1114.0,3,1814,16,2,0,159.14285714285714,1.5,0,1,False,False,True,False,False,False,True,False,False
20,22,1,2914.0,0,453,17,2,0,1457.0,0.0,0,0,False,True,False,False,True,False,False,False,True
80,8,13,1054.0,1,2547,14,3,0,75.28571428571429,0.1111111111111111,0,0,True,False,False,False,False,True,False,False,True
82,20,17,459.0,2,984,19,6,0,25.5,0.09523809523809523,0,0,False,True,False,True,False,False,False,False,True
67,5,19,2561.0,3,3402,12,0,0,128.05,0.5,0,0,True,False,False,False,True,False,False,True,False
24,4,16,843.0,5,738,23,3,0,49.588235294117645,1.0,1,0,True,False,False,False,False,False,True,True,False
37,23,15,2946.0,2,2444,15,6,0,184.125,0.08333333333333333,0,0,True,False,False,True,False,False,False,False,True
20,24,17,9091.0,3,50,10,6,0,505.05555555555554,0.12,0,0,False,True,False,False,True,False,False,False,True
21,29,15,19039.0,1,412,5,6,0,1189.9375,0.03333333333333333,1,0,True,False,False,False,False,False,False,False,True
34,20,13,3273.0,0,1009,21,2,0,233.78571428571428,0.0,0,1,False,False,False,True,False,False,False,False,True
56,13,19,8260.0,2,3226,1,3,0,413.0,0.14285714285714285,1,0,True,False,False,False,False,True,False,False,True
22,5,6,4442.0,2,3636,1,4,0,634.5714285714286,0.3333333333333333,1,0,True,False,False,False,False,False,False,True,False
83,8,8,2032.0,0,2239,0,5,1,225.77777777777777,0.0,1,0,False,True,False,True,False,False,False,False,True
48,19,18,435.0,4,1228,2,6,0,22.894736842105264,0.2,1,0,False,True,False,False,False,False,True,False,True
35,10,6,15161.0,1,1139,5,1,0,2165.8571428571427,0.09090909090909091,1,0,True,False,False,False,False,False,True,False,True
52,14,5,1044.0,1,771,11,0,1,174.0,0.06666666666666667,0,0,False,True,False,False,False,False,True,False,True
70,5,3,11882.0,2,1242,6,1,0,2970.5,0.3333333333333333,0,0,True,False,False,False,False,True,False,True,False
38,13,5,5099.0,5,1809,10,1,0,849.8333333333334,0.35714285714285715,0,0,True,False,False,True,False,False,False,False,True
21,7,11,1123.0,3,2501,10,2,0,93.58333333333333,0.375,0,0,False,True,False,False,False,False,False,False,True
21,3,17,4072.0,2,837,10,6,0,226.22222222222223,0.5,0,0,False,True,False,False,False,False,True,True,False
75,3,2,25157.0,4,130,1,1,1,8385.666666666666,1.0,1,0,True,False,False,False,True,False,False,True,False
25,15,13,13845.0,0,2042,12,2,0,988.9285714285714,0.0,0,0,True,False,False,True,False,False,False,False,True
60,10,15,1785.0,2,886,7,2,0,111.5625,0.18181818181818182,0,0,False,True,False,False,False,True,False,False,True
43,2,17,1463.0,3,1462,12,1,0,81.27777777777777,1.0,0,0,True,False,False,False,False,True,False,True,False
70,15,15,3295.0,2,2597,1,1,0,205.9375,0.125,1,1,False,False,False,False,False,False,True,False,True
22,4,3,2526.0,4,3273,20,6,0,631.5,0.8,0,0,False,True,False,False,False,False,True,True,False
78,0,9,9895.0,4,1950,17,4,0,989.5,4.0,0,1,False,False,True,True,False,False,False,False,False
64,3,19,6245.0,2,3386,8,0,0,312.25,0.5,0,0,True,False,False,False,False,True,False,True,False
48,13,18,549.0,5,982,8,4,0,28.894736842105264,0.35714285714285715,0,1,False,False,True,True,False,False,False,False,True
31,28,12,4716.0,5,2602,7,4,0,362.7692307692308,0.1724137931034483,0,0,True,False,False,False,False,True,False,False,True
83,7,19,2492.0,2,3575,23,2,1,124.6,0.25,1,0,True,False,False,False,False,False,False,False,True
38,8,13,3094.0,5,787,16,5,0,221.0,0.5555555555555556,0,0,True,False,False,True,False,False,False,False,True
50,7,1,3824.0,3,2694,11,5,0,1912.0,0.375,0,0,True,False,False,False,True,False,False,False,True
44,10,18,9885.0,0,1729,15,5,0,520.2631578947369,0.0,0,1,False,False,False,False,False,False,True,False,True
33,21,3,7925.0,0,3214,1,4,1,1981.25,0.0,1,0,False,True,False,False,False,False,False,False,True
45,9,7,1408.0,0,1114,19,3,1,176.0,0.0,0,0,False,True,False,False,True,False,False,False,True
28,19,4,2811.0,1,3506,14,1,0,562.2,0.05,0,0,False,True,False,False,False,True,False,False,True
18,26,14,1904.0,1,2913,7,0,0,126.93333333333334,0.037037037037037035,0,0,False,True,False,False,False,False,True,False,True
37,28,0,555.0,0,2573,16,6,0,555.0,0.0,0,0,False,True,False,True,False,False,False,False,True
25,16,12,2672.0,3,106,0,5,0,205.53846153846155,0.17647058823529413,1,1,False,False,True,False,False,False,True,False,True
45,21,17,18859.0,2,301,11,1,0,1047.7222222222222,0.09090909090909091,0,0,False,True,False,False,False,False,True,False,True
75,27,15,538.0,3,2418,22,5,0,33.625,0.10714285714285714,1,0,False,True,False,False,False,True,False,False,True
28,23,6,2910.0,3,1748,18,0,1,415.7142857142857,0.125,0,0,True,False,False,False,False,False,True,False,True
18,8,17,2818.0,1,1179,1,1,0,156.55555555555554,0.1111111111111111,1,1,False,False,False,True,False,False,False,False,True
25,3,7,3975.0,3,3073,14,1,0,496.875,0.75,0,0,True,False,False,False,False,True,False,True,False
52,3,13,1138.0,5,1755,16,2,1,81.28571428571429,1.25,0,0,True,False,False,False,False,False,False,True,False
36,26,10,717.0,1,1675,12,2,0,65.18181818181819,0.037037037037037035,0,1,False,False,True,True,False,False,False,False,True
50,16,1,751.0,1,1178,7,3,0,375.5,0.058823529411764705,0,0,True,False,False,True,False,False,False,False,True
19,8,0,11282.0,3,3582,16,3,0,11282.0,0.3333333333333333,0,0,True,False,False,True,False,False,False,False,True
40,10,3,1116.0,4,1331,10,0,0,279.0,0.36363636363636365,0,0,True,False,False,False,False,False,True,False,True
45,8,18,1809.0,3,947,22,1,0,95.21052631578948,0.3333333333333333,1,0,True,False,False,False,False,False,True,False,True
46,24,19,24456.0,4,2461,20,5,0,1222.8,0.16,0,1,False,False,False,False,False,False,False,False,True
54,18,8,1430.0,0,124,21,3,0,158.88888888888889,0.0,0,1,False,False,True,False,False,True,False,False,True
70,26,19,4198.0,0,2173,10,6,0,209.9,0.0,0,0,True,False,False,False,True,False,False,False,True
49,9,0,8637.0,2,2060,16,0,1,8637.0,0.2,0,1,False,False,False,True,False,False,False,False,True
74,14,19,8231.0,1,890,3,2,0,411.55,0.06666666666666667,1,0,False,True,False,True,False,False,False,False,True
53,3,4,787.0,0,2807,18,1,0,157.4,0.0,0,1,False,False,True,False,True,False,False,True,False
35,29,0,1461.0,1,159,18,6,1,1461.0,0.03333333333333333,0,0,True,False,False,False,False,False,True,False,True
33,15,15,4033.0,1,3583,18,1,0,252.0625,0.0625,0,0,True,False,False,False,True,False,False,False,True
39,16,7,20517.0,5,3124,0,5,0,2564.625,0.29411764705882354,1,0,True,False,False,True,False,False,False,False,True
58,12,5,1392.0,4,640,10,1,0,232.0,0.3076923076923077,0,0,True,False,False,False,False,False,False,False,True
34,8,15,1820.0,2,1796,6,5,0,113.75,0.2222222222222222,0,0,False,True,False,False,False,False,True,False,True
79,28,6,4535.0,5,719,21,3,0,647.8571428571429,0.1724137931034483,0,0,True,False,False,False,True,False,False,False,True
50,14,15,5539.0,5,2258,12,6,0,346.1875,0.3333333333333333,0,0,False,True,False,True,False,False,False,False,True
75,20,3,5886.0,1,1286,14,0,0,1471.5,0.047619047619047616,0,0,False,True,False,True,False,False,False,False,True
63,1,1,1279.0,2,1783,10,2,0,639.5,1.0,0,0,True,False,False,False,False,False,False,False,False
40,8,6,1751.0,5,3492,2,5,0,250.14285714285714,0.5555555555555556,1,0,True,False,False,False,False,True,False,False,True
33,24,12,3698.0,2,2259,14,6,1,284.46153846153845,0.08,0,0,False,True,False,False,True,False,False,False,True
